Market_Date,SPY_Close,SPY_High,SPY_Low,SPY_Open,SPY_Volume,VGT_Close,VGT_High,VGT_Low,VGT_Open,VGT_Volume,VIX Close,VIX High,VIX Low,VIX Open,VTI_Close,VTI_High,VTI_Low,VTI_Open,VTI_Volume,close,high,low,open,volume
1/18/05 0:00,119.47,119.62,117.95,118.05,57454000,45.14,45.14,44.62,44.62,2200,12.47,13.15,12.3,13.13,58.08,58.14,57.31,57.47,266000,15.5,15.63,15.05,15.05,20671400
1/19/05 0:00,118.22,119.52,118.21,119.43,54918200,44.42,45.05,44.38,45.05,1100,13.18,13.21,12.41,12.47,57.56,58.13,57.56,58.05,199800,15.5,15.87,15.27,15.33,17982100
1/20/05 0:00,117.5,118.2,117.29,117.89,72095800,43.98,44.27,43.98,44.05,18100,13.83,14.11,13.28,13.37,57.21,57.46,57.07,57.38,227800,15.64,15.73,15.2,15.36,16483700
1/21/05 0:00,116.78,118,116.65,117.79,63275000,43.58,44.1,43.58,44.1,4100,14.36,14.46,13.4,13.75,56.91,57.41,56.85,57.25,390400,15.49,15.83,15.44,15.64,12210600
1/24/05 0:00,116.55,117.34,116.37,117.09,58562500,43.11,43.84,43.05,43.84,11000,14.65,14.75,14.17,14.38,56.61,57.09,56.54,56.9,239600,15.16,15.78,15.11,15.6,12348900
1/25/05 0:00,116.88,117.47,116.72,116.91,68338496,43.37,43.61,43.26,43.61,8600,14.06,14.36,13.88,14.34,56.75,57.08,56.61,56.78,227000,15.75,15.76,15.2,15.27,10888400
1/26/05 0:00,117.23,117.6,117.04,117.32,57447000,43.93,43.93,43.54,43.73,57600,13.44,13.84,13.06,13.84,57.1,57.17,56.85,56.95,132600,15.98,15.99,15.7,15.84,8581000
1/27/05 0:00,117.43,117.75,116.98,117.19,56664800,44.03,44.03,43.71,43.8,11400,13.24,13.57,12.96,13.5,57.18,57.31,56.93,56.99,148800,16.12,16.27,15.75,15.98,8418600
1/28/05 0:00,117.43,117.55,116.61,117.49,60817900,43.74,44.21,43.59,44.21,7400,13.24,13.56,12.83,13.15,56.97,57.22,56.73,57.18,171400,15.71,16.32,15.55,16.14,10445600
1/31/05 0:00,118.16,118.25,117.71,118,54141700,44.24,44.44,44.24,44.39,4000,12.82,13.63,12.79,13.63,57.55,57.56,57.33,57.38,291400,15.8,16.04,15.74,15.88,7224100
2/1/05 0:00,118.91,119.08,118.1,118.25,52016300,44.53,44.59,44.3,44.3,7400,12.03,13.02,12.02,12.8,57.88,57.97,57.53,57.55,176600,16.27,16.42,15.85,15.9,14258900
2/2/05 0:00,119.27,119.59,118.9,119.06,52606500,44.61,44.7,44.47,44.7,5300,11.66,12.06,11.52,12.01,58.14,58.25,57.92,58,167000,16.66,16.79,16.34,16.35,9286700
2/3/05 0:00,119.11,119.16,118.57,119.06,49150700,44.15,44.4,44.02,44.4,4100,11.79,12.12,11.72,12.03,58,58.05,57.82,58,177200,16.67,16.8,16.31,16.7,6606000
2/4/05 0:00,120.23,120.43,118.98,119,50024600,44.56,44.56,44.19,44.19,1500,11.21,11.97,10.9,11.97,58.58,58.63,57.98,57.98,125200,17.49,17.49,16.83,16.88,12886000
2/7/05 0:00,120.07,120.52,119.96,120.22,46216000,45.03,45.1,44.89,45.07,6200,11.73,11.75,11.36,11.53,58.55,58.76,58.45,58.65,267400,17.22,17.68,17.13,17.5,9236200
2/8/05 0:00,120.21,120.65,120.07,120.17,39459400,45,45.29,44.95,44.95,3900,11.6,11.67,11.45,11.66,58.65,58.77,58.51,58.55,181600,17.64,17.65,17.17,17.2,7633800
2/9/05 0:00,119.31,120.49,119.25,120.42,55387500,44.52,45.2,44.46,45.2,6500,12,12.02,11.41,11.52,58.1,58.71,58.05,58.7,199600,17.94,18.45,17.91,18.06,14264600
2/10/05 0:00,119.74,120.02,119.26,119.66,46023700,44.45,44.58,44.11,44.58,8100,11.51,11.99,11.38,11.98,58.3,58.42,58.03,58.3,134200,17.75,18.3,17.65,18.14,10357500
2/11/05 0:00,120.77,121.04,119.46,119.71,53275100,45,45.03,44.24,44.24,1800,11.43,11.82,11.25,11.64,58.78,58.89,58.1,58.3,290000,18.11,18.3,17.5,17.75,9377300
2/14/05 0:00,120.68,120.86,120.48,120.69,32553900,45.12,45.12,44.88,44.98,7200,11.52,11.86,11.18,11.28,58.79,58.84,58.64,58.78,268000,18.24,18.36,18.05,18.1,4921000
2/15/05 0:00,121.13,121.43,120.68,120.8,44440500,45.22,45.57,45.17,45.17,2600,11.27,11.76,11.13,11.57,59,59.13,58.75,58.85,149800,17.68,18.25,17.63,18.24,11483300
2/16/05 0:00,121.21,121.46,120.67,120.93,51795800,45.19,45.34,45.09,45.18,2700,11.1,11.5,11.03,11.4,59.01,59.13,58.77,58.9,246400,17.45,17.8,17.35,17.55,8861000
2/17/05 0:00,120.23,121.33,120.22,121.23,58154100,44.75,44.79,44.63,44.72,3300,11.77,11.91,11.21,11.25,58.63,59.13,58.59,59.08,164600,17.06,17.65,17,17.51,9813600
2/18/05 0:00,120.39,120.48,119.9,120.17,49544300,44.5,44.64,44.41,44.6,5000,11.18,12.12,11.18,11.99,58.6,58.7,58.44,58.58,351200,16.9,17.14,16.78,17,9752500
2/22/05 0:00,118.6,120.47,118.58,119.9,80857400,44,44.55,44,44.22,2200,13.14,13.2,12.09,12.18,57.72,58.65,57.72,58.35,361200,17,17.55,16.71,16.75,11700900
2/23/05 0:00,119.45,119.57,118.62,118.73,68310704,43.93,43.99,43.71,43.86,4400,12.39,12.94,12.3,12.94,58.02,58.15,57.75,57.95,156600,16.6,17.15,16.24,16.87,15423200
2/24/05 0:00,120.24,120.32,118.98,119.24,69311400,44.15,44.25,43.8,43.99,3600,11.57,12.51,11.48,12.51,58.46,58.5,57.75,58.01,129800,17.62,17.63,16.63,16.64,18183600
2/25/05 0:00,121.43,121.67,120.18,120.27,61174700,44.54,44.54,44.29,44.29,700,11.49,11.78,10.92,11.75,59.05,59.1,58.48,58.5,505200,17.77,17.91,17.4,17.73,12177200
2/28/05 0:00,120.63,121.3,120.04,121.15,69427696,44.49,44.71,44.49,44.71,1100,12.08,12.5,11.73,11.89,58.75,59.07,58.47,59.05,207400,17.45,17.91,17.29,17.7,6209400
3/1/05 0:00,121.23,121.52,120.78,120.78,47572000,44.9,44.92,44.67,44.85,2100,12.04,12.1,11.66,11.95,59.09,59.17,58.85,58.85,90600,17.96,17.99,17.61,17.63,6925900
3/2/05 0:00,121.17,121.93,120.65,120.76,64233600,44.8,45.2,44.76,44.76,1300,12.5,12.91,12.2,12.88,59.04,59.39,58.78,58.78,199200,17.65,18.02,17.45,17.7,9360400
3/3/05 0:00,121.22,121.9,120.7,121.66,62102500,44.6,44.89,44.32,44.89,2200,12.93,13.07,12.23,12.28,59.1,59.33,58.79,59.15,128400,17.52,17.9,17.08,17.9,11266200
3/4/05 0:00,122.73,122.83,121.79,122.05,56175800,44.8,44.94,44.74,44.94,1200,11.94,12.5,11.94,12.49,59.7,59.79,59.33,59.39,213600,17.43,17.66,17.26,17.62,6378700
3/7/05 0:00,122.79,123.25,122.4,122.66,43809100,45.29,45.49,44.94,44.94,5000,12.26,12.6,12.05,12.36,59.85,60.01,59.65,59.65,202600,17.47,17.61,17.25,17.34,7498800
3/8/05 0:00,122.33,123,122.11,122.67,44668900,45.02,45.42,45.02,45.34,1800,12.4,12.5,11.95,12.06,59.47,59.83,59.43,59.78,118800,17.12,17.75,17.07,17.47,7342900
3/9/05 0:00,120.97,122.29,120.96,121.97,73605600,44.94,45.19,44.8,44.85,7300,12.7,12.72,12.2,12.23,58.93,59.45,58.89,59.33,200400,16.94,17.28,16.9,17.1,5788900
3/10/05 0:00,121.24,121.5,120.4,120.99,65304400,44.85,44.93,44.43,44.93,5000,12.49,12.97,12.42,12.62,58.82,59.04,58.54,59,114800,17.02,17.12,16.72,17,5815500
3/11/05 0:00,120.39,121.72,120.16,121.54,58132700,44.22,44.8,44.14,44.8,2600,12.8,12.98,12.11,12.29,58.63,59.13,58.48,58.94,191800,16.36,17.22,16.3,17.13,8942300
3/14/05 0:00,121.14,121.16,120.28,120.4,36339100,44.45,44.45,44.3,44.33,500,12.39,12.99,12.36,12.82,58.92,58.92,58.59,58.65,184000,16.44,16.69,16.31,16.36,6711600
3/15/05 0:00,120.14,121.46,120.08,121.42,62488700,44.1,44.38,44.1,44.38,1300,13.15,13.22,12.33,12.44,58.61,59.22,58.58,59.13,227400,16.07,16.59,16.03,16.5,7852700
3/16/05 0:00,119.12,119.88,118.9,119.7,76727200,43.52,44.13,43.52,44.02,2000,13.49,13.81,13.19,13.3,58.11,58.45,57.96,58.43,317600,16.03,16.33,15.86,16.03,11058300
3/17/05 0:00,119.36,119.74,118.98,119.31,62740500,43.63,43.81,43.55,43.68,4800,13.29,13.67,13.2,13.25,58.18,58.38,58,58.11,183800,16.12,16.24,16.03,16.03,5335500
3/18/05 0:00,118.54,119.53,118.15,119.1,61885000,43.24,43.47,43.24,43.37,44800,13.14,13.67,13.08,13.65,58.05,58.28,57.82,58.28,535200,16.08,16.3,15.98,16.23,5707900
3/21/05 0:00,118.1,118.78,117.76,118.71,61430600,43.38,43.49,43.18,43.48,1200,13.61,13.98,13.33,13.62,57.87,58.12,57.63,58.08,280600,15.75,16.13,15.7,16.1,6817000
3/22/05 0:00,116.9,118.93,116.9,118.37,93334304,43,43.55,43,43.46,1400,14.27,14.28,13.15,13.76,57.38,58.25,57.38,57.99,257800,15.38,15.89,15.34,15.8,7338100
3/23/05 0:00,117,117.72,116.75,116.95,71947904,43.25,43.31,43.08,43.08,12300,14.06,14.89,13.88,14.61,57.33,57.5,57.14,57.38,305600,15.65,15.73,15.16,15.33,9593100
3/24/05 0:00,117.14,117.99,117.06,117.46,52020500,43.57,43.6,43.33,43.41,1300,13.42,13.88,12.97,13.86,57.13,57.49,57.09,57.15,216800,16.12,16.22,15.72,15.75,8709500
3/28/05 0:00,117.31,117.94,117.31,117.42,46942700,43.28,43.56,43.28,43.56,500,13.75,14.01,13.44,14.01,57.18,57.45,57.16,57.2,139800,15.47,16.44,15.45,16.25,9259600
3/29/05 0:00,116.53,117.9,116.25,117.14,73047000,42.83,43.31,42.83,43.13,4900,14.49,14.68,13.38,13.96,56.7,57.44,56.6,57.1,239600,15.42,15.88,15.11,15.4,6996000
3/30/05 0:00,118.18,118.2,116.77,116.9,62897600,43.53,43.53,43.15,43.15,3100,13.64,14.47,13.64,14.47,57.47,57.5,56.93,56.98,269600,16.21,16.33,15.47,15.55,9987500
3/31/05 0:00,117.96,118.46,117.87,118.19,65049100,43.45,43.59,43.4,43.51,11500,14.02,14.1,13.57,13.71,57.43,57.63,57.4,57.53,227200,16.12,16.23,15.97,16.21,8330300
4/1/05 0:00,117.43,118.99,116.91,118.63,97396704,43.15,43.77,43.04,43.77,5200,14.09,14.38,12.92,13.64,57.19,57.97,56.97,57.8,340200,16.19,16.32,15.94,16.31,8582500
4/4/05 0:00,117.63,117.86,116.74,117.36,71610096,43.31,43.31,42.89,43.04,900,14.11,14.76,13.96,14.53,57.38,57.45,56.89,57.15,249800,15.95,16.18,15.94,16.18,7825200
4/5/05 0:00,118.19,118.38,117.67,117.78,50081100,43.2,43.35,43.19,43.35,1100,13.68,14.11,13.66,14.1,57.56,57.65,57.38,57.38,218800,15.85,16.18,15.8,16,7733100
4/6/05 0:00,118.6,118.95,118.18,118.45,53311700,43.27,43.47,43.27,43.4,4600,13.15,13.76,12.89,13.75,57.69,57.95,57.58,57.68,163200,15.74,16.08,15.72,15.95,6012900
4/7/05 0:00,119.24,119.26,118.32,118.41,47225600,43.62,43.62,43.34,43.34,1800,12.33,12.96,12.3,12.92,58,58.03,57.64,57.73,268000,16.18,16.25,15.67,15.7,7963000
4/8/05 0:00,118,119.21,118,119.17,64295900,43.38,43.7,43.38,43.66,1600,12.62,12.65,11.52,12.06,57.5,58.02,57.5,58,99600,17.09,17.38,16.24,16.24,24624200
4/11/05 0:00,118.09,118.42,117.83,118.29,45858000,43.12,43.45,43.02,43.45,1600,11.98,12.46,11.82,12.09,57.46,57.6,57.33,57.58,133400,17.02,17.17,16.78,17.09,8285400
4/12/05 0:00,118.7,119.06,117.07,117.89,86570800,43.19,43.19,42.55,42.77,2800,11.3,12.83,11.2,12.12,57.75,57.92,56.95,57.4,165000,17.23,17.32,16.67,17.02,11134900
4/13/05 0:00,117.3,118.8,117.13,118.56,66060200,42.57,42.93,42.55,42.93,600,13.31,13.44,11.27,11.68,57.13,57.74,56.95,57.7,153000,17.06,17.5,16.95,17.23,15612200
4/14/05 0:00,115.77,117.5,115.77,117.44,99643200,42.03,42.5,42.02,42.5,6900,14.53,14.6,12.67,13.4,56.45,57.14,56.45,57.13,217400,16.26,17.07,16.24,17,24049000
4/15/05 0:00,114.15,116.2,114.1,115.74,134000000,40.61,41.38,40.61,41.18,5200,17.74,18.05,14.71,14.92,55.55,56.47,55.54,56.37,447600,15.45,16,15.41,15.86,13921600
4/18/05 0:00,114.5,114.96,113.96,114.12,100000000,40.86,40.87,40.6,40.6,2100,16.56,18.59,16.41,18.33,55.75,55.9,55.37,55.55,850200,15.28,15.6,15.25,15.45,9082300
4/19/05 0:00,115.41,115.71,114.83,115.1,68402200,41.29,41.29,41.02,41.21,6300,14.96,15.97,14.81,15.28,56.22,56.25,55.97,56.08,338200,15.28,15.5,15.25,15.49,7454900
4/20/05 0:00,113.8,115.63,113.55,115.4,115000000,41,41.55,41,41.55,2900,16.92,17.25,14.52,14.86,55.42,56.3,55.38,56.25,199600,14.65,15.44,14.62,15.36,16049000
4/21/05 0:00,116.01,116.21,114.38,114.79,87467504,42.09,42.11,41.57,41.57,3300,14.41,16.22,14.26,16.22,56.47,56.52,55.72,56,159800,14.99,15.15,14.68,15.01,11328900
4/22/05 0:00,115.57,116.5,114.27,115.74,89839504,41.32,41.87,41.32,41.87,2000,15.38,16.32,14.2,14.54,56.1,56.47,55.6,56.35,191400,14.6,15.06,14.45,15.02,7429500
4/25/05 0:00,116.33,116.5,115.72,115.86,52365600,41.94,42.02,41.94,41.99,1800,14.62,15.47,14.6,15.29,56.65,56.7,56.3,56.4,193800,14.7,14.81,14.47,14.8,6874000
4/26/05 0:00,115.2,116.77,115.15,115.96,75364600,41.64,42.09,41.64,41.79,4000,14.91,15.15,14.27,14.27,56.04,56.73,56.04,56.38,317200,14.62,15.09,14.58,14.65,6335900
4/27/05 0:00,115.65,116.07,114.44,114.86,85186600,41.6,41.6,41.6,41.21,500,14.87,15.93,14.43,14.62,56.25,56.41,55.63,55.88,252800,14.51,14.75,14.46,14.6,4968000
4/28/05 0:00,114.2,115.68,114.2,115.27,74269504,41.03,41.39,41.03,41.39,6900,16.86,16.87,14.19,14.19,55.5,56.15,55.5,56.13,159200,14.16,14.57,14.09,14.3,6372500
4/29/05 0:00,115.75,115.87,113.97,115.07,104000000,41.5,41.5,40.96,41.37,9200,15.31,16.92,15.26,15.75,56.17,56.17,55.32,55.85,166400,14.23,14.37,14.08,14.25,6402200
5/2/05 0:00,116.4,116.41,115.52,116.07,56060700,41.47,41.68,41.47,41.68,400,15.12,16.01,15.08,15.45,56.45,56.45,56.07,56.28,190000,14.32,14.48,14.21,14.21,2880100
5/3/05 0:00,116.6,116.85,115.69,116.07,86914896,41.63,41.92,41.63,41.66,1000,14.53,15.31,14.53,15.19,56.63,56.73,56.21,56.33,278200,14.36,14.46,14.25,14.26,3557000
5/4/05 0:00,117.5,117.75,116.28,116.65,82487904,42.18,42.23,41.9,41.9,4200,13.85,15.38,13.7,14.44,57.11,57.18,56.45,56.6,352200,14.68,14.68,14.34,14.4,6278800
5/5/05 0:00,117.46,118,116.74,117.67,97323296,42.16,42.32,42.09,42.19,1600,13.98,15.82,13.43,13.48,57.01,57.32,56.74,57.15,265000,14.74,14.89,14.62,14.68,7166800
5/6/05 0:00,117.09,117.99,117.06,117.93,69603696,42.37,42.37,42.25,42.33,2800,14.05,14.06,13.11,13.29,56.99,57.35,56.95,57.35,169000,14.9,15.02,14.77,14.93,5544600
5/9/05 0:00,117.82,118.08,117.05,117.21,43976700,42.33,42.43,42.11,42.32,3300,13.75,14.56,13.53,14.11,57.31,57.4,56.86,57.05,272600,15.05,15.13,14.9,15.08,6030000
5/10/05 0:00,116.6,117.5,116.39,117.36,75034400,41.92,42.3,41.92,42.3,2400,14.91,15.11,14.03,14.05,56.79,57.15,56.65,57,232200,15.07,15.37,15.01,15.2,7282200
5/11/05 0:00,117.24,117.4,115.85,116.93,92041296,42.38,42.38,41.87,41.96,1300,14.45,15.8,14.31,14.69,57.07,57.1,56.42,56.95,411800,15.09,15.21,14.85,15.14,5517600
5/12/05 0:00,115.95,117.59,115.41,117.32,95574400,42.18,42.69,42.18,42.61,1100,16.12,16.23,14.16,14.43,56.42,57.18,56.38,57.13,309600,15.3,15.6,15.04,15.04,11786700
5/13/05 0:00,115.72,116.62,114.8,116.3,85442704,42.87,43.1,42.62,42.62,8400,16.32,17.7,15.4,15.88,56.18,56.65,55.8,56.5,421800,15.48,15.85,15.28,15.33,8842100
5/16/05 0:00,116.8,116.84,115.66,115.7,49351500,43.3,43.3,42.87,42.95,5300,15.68,16.87,15.67,16.87,56.74,56.78,56.22,56.25,253400,15.67,15.74,15.59,15.7,5532100
5/17/05 0:00,117.58,117.7,116.16,116.43,61417200,43.34,43.41,43.01,43.14,2200,14.57,16.21,14.45,15.92,57.13,57.22,56.5,56.65,176400,15.67,15.69,15.38,15.52,6640300
5/18/05 0:00,118.79,119.08,118.01,118.07,78053800,44.17,44.3,43.69,43.78,6100,13.63,14.13,13.3,14.11,57.82,57.9,57.42,57.5,217200,15.82,15.87,15.47,15.7,5654700
5/19/05 0:00,119.29,119.41,118.7,119.02,62850100,44.45,44.45,44.15,44.15,2800,13.32,14.02,13.25,13.35,58.08,58.12,57.79,57.88,268200,15.86,16.12,15.78,15.82,6197700
5/20/05 0:00,119.12,119.39,118.74,119.34,46424800,44.63,44.63,44.32,44.4,1500,13.14,13.73,13.07,13.57,58,58.1,57.8,57.96,124200,16,16.03,15.7,15.91,3881800
5/23/05 0:00,119.78,120.04,119.19,119.21,51294200,44.85,44.85,44.64,44.68,3000,12.95,13.45,12.75,13.38,58.3,58.45,58.04,58.08,236600,15.95,16.15,15.82,16.12,6647100
5/24/05 0:00,119.5,119.83,119.2,119.44,50999500,45.03,45.03,44.63,44.63,6400,12.69,13.3,12.53,13.12,58.3,58.37,58.08,58.23,230600,16.12,16.12,15.76,15.81,4004400
5/25/05 0:00,119.41,119.87,118.83,119.35,48483800,44.77,44.81,44.48,44.8,12800,12.58,13.11,12.58,12.83,58.09,58.23,57.86,58.23,214200,16.16,16.18,15.98,16,5492900
5/26/05 0:00,120.05,120.21,119.62,119.79,43558900,45.35,45.35,44.99,44.99,6900,12.24,12.38,11.65,12.23,58.42,58.51,58.22,58.28,296600,16.36,16.62,16.12,16.23,11518800
5/27/05 0:00,120.25,120.25,119.8,120.06,24641600,45.16,45.26,45.12,45.25,4600,12.15,12.43,12.06,12.06,58.51,58.57,58.36,58.38,147400,16.21,16.49,16.11,16.3,3549600
5/31/05 0:00,119.48,120.17,119.4,120.08,44931300,45.1,45.37,45.06,45.25,2800,13.29,13.45,12.67,12.69,58.35,58.55,58.27,58.51,138600,16.4,16.52,16.15,16.15,6980500
6/1/05 0:00,120.5,120.92,119.45,119.52,69884800,45.32,45.63,44.99,44.99,3100,12.36,13.34,12.17,13.34,58.83,58.98,58.33,58.35,278800,16.72,16.79,16.3,16.35,6644100
6/2/05 0:00,120.76,120.84,120.1,120.23,40485200,45.57,45.62,45.48,45.52,5000,11.84,12.43,11.8,12.35,58.92,58.97,58.63,58.63,132000,17.05,17.1,16.71,16.72,6383300
6/3/05 0:00,120.15,120.89,119.73,120.55,61053700,45.12,45.5,45.03,45.5,7500,12.15,12.49,11.52,11.78,58.58,59,58.5,58.92,171600,17.08,17.34,17.03,17.1,7275000
6/6/05 0:00,120.04,120.2,119.55,120.02,36332000,45.13,45.19,44.95,45.12,2300,12.28,13,12.21,12.68,58.68,58.71,58.4,58.63,180000,17.01,17.08,16.81,17,5947600
6/7/05 0:00,120.13,121.25,120.01,120.39,66691800,45.1,45.58,45.08,45.18,4100,12.39,12.43,11.47,12.22,58.72,59.25,58.7,58.83,305200,17.56,18.05,17.19,17.2,17617900
6/8/05 0:00,119.91,120.59,119.67,120.43,50023400,44.85,45.21,44.83,45.18,9600,12.7,12.83,12.05,12.05,58.58,58.91,58.47,58.88,233200,17.8,17.97,17.65,17.7,7278300
6/9/05 0:00,120.48,120.58,119.44,119.74,57167700,45.12,45.12,44.8,44.88,2400,12.08,13.07,12.06,12.69,58.89,58.9,58.38,58.45,186400,18.21,18.34,17.52,17.79,10247800
6/10/05 0:00,120.2,120.65,119.6,120.56,36504400,44.84,45.22,44.72,45.22,4800,11.96,12.4,11.9,12.16,58.81,58.98,58.53,58.95,285200,17.57,18.3,17.1,18.24,13572400
6/13/05 0:00,120.58,121.08,119.81,119.94,49503300,45.17,45.27,45.13,45.19,2300,11.65,12.12,11.31,12.12,58.95,59.19,58.67,58.79,200600,17.32,17.65,17.17,17.45,5911400
6/14/05 0:00,120.86,121.2,120.38,120.45,34001600,44.83,45.13,44.82,45.13,6100,11.79,12.02,11.52,11.65,59.15,59.29,58.89,58.93,135000,17.08,17.59,16.96,17.25,6266500
6/15/05 0:00,121.09,121.24,120.23,121.16,53891700,44.82,45.13,44.48,45.13,7900,11.46,11.96,11.05,11.22,59.23,59.36,58.87,59.35,177800,17.05,17.29,16.58,17.25,9205800
6/16/05 0:00,121.4,121.64,120.92,121.09,46664300,45.2,45.32,45.16,45.17,4400,11.15,11.36,11.04,11.24,59.5,59.54,59.2,59.2,156800,17.39,17.41,17.02,17.23,5040200
6/17/05 0:00,121.36,121.9,120.49,121.54,53756800,45.32,45.48,45.18,45.4,5200,11.48,11.64,10.78,10.83,59.76,59.92,59.62,59.88,139600,17.44,17.7,17.23,17.69,5506000
6/20/05 0:00,121.4,121.84,120.94,121.08,42236500,45.15,45.2,44.95,45.01,4600,11.47,12.53,11.31,12.51,59.75,59.88,59.5,59.58,278800,17.53,17.6,17.11,17.23,5211500
6/21/05 0:00,121.47,121.65,121.03,121.5,40060700,45.44,45.45,45.21,45.35,3800,11.08,11.67,11.01,11.52,59.64,59.79,59.55,59.78,206200,17.8,17.8,17.48,17.48,5594600
6/22/05 0:00,121.57,121.94,121.07,121.68,46684100,45.58,45.65,45.4,45.65,3900,11.05,11.31,10.81,10.96,59.75,59.94,59.54,59.88,146000,17.91,17.95,17.74,17.85,5810700
6/23/05 0:00,119.86,121.6,119.83,121.32,62818500,45.16,46.06,45.16,45.65,9800,12.13,12.13,10.96,11.19,59.03,59.78,59.03,59.75,185200,17.62,18.23,17.51,17.88,7839600
6/24/05 0:00,118.98,120.01,118.84,119.88,59190900,44.5,45,44.5,45,37300,12.18,12.32,11.95,12.27,58.53,59.03,58.45,59.03,412200,17.17,17.62,17.1,17.6,6166300
6/27/05 0:00,119.15,119.41,118.75,118.97,51164200,44.24,44.44,44.06,44.44,6000,12.52,12.78,12.38,12.73,58.38,58.65,58.26,58.45,378400,16.65,17.22,16.63,17.11,6543100
6/28/05 0:00,120.15,120.24,119.37,119.4,42617300,44.75,44.79,44.38,44.38,9800,11.58,12.31,11.55,12.31,58.98,59,58.28,58.6,143400,17.7,17.73,16.8,16.85,9802700
6/29/05 0:00,119.83,120.4,119.76,120.37,43059500,44.71,44.91,44.69,44.85,11300,11.77,11.78,11.44,11.54,58.88,59.09,58.84,59.08,235000,17.37,17.7,17.2,17.69,5624500
6/30/05 0:00,119.18,120.32,118.95,120.22,62303700,44.4,44.83,44.4,44.8,4100,12.04,12.1,11.5,11.72,58.59,59.11,58.53,59.02,243400,17.34,17.6,17.28,17.5,5957400
7/1/05 0:00,119.53,119.8,119.21,119.45,49786600,44.27,44.53,44.27,44.44,16600,11.4,11.92,11.38,11.75,58.8,58.86,58.63,58.7,101400,17.45,17.52,17.22,17.34,3218300
7/5/05 0:00,120.49,120.65,119.19,119.43,51552100,44.76,44.83,44.21,44.21,5900,11.68,12.41,11.53,12.41,59.31,59.35,58.67,58.73,225000,18.04,18.34,17.6,17.74,6587000
7/6/05 0:00,119.48,120.65,119.41,120.39,54070500,44.7,45.04,44.7,44.76,9100,12.27,12.33,11.54,11.67,58.86,59.35,58.86,59.27,130600,18.51,18.55,18.02,18.05,9384600
7/7/05 0:00,119.95,119.95,118.26,118.28,103000000,44.75,44.75,44.42,44.49,4100,12.49,13.92,12.48,13.91,59.03,59.06,58.25,58.25,287000,18.73,18.73,18.11,18.22,7478100
7/8/05 0:00,121.32,121.32,119.72,119.97,64550900,45.62,45.62,44.89,44.89,5600,11.45,12.29,11.09,12.24,59.75,59.8,59.02,59.05,767400,18.94,19.03,18.65,18.69,8627900
7/11/05 0:00,121.94,122.1,121.31,121.33,49772400,46.01,46.15,45.81,45.89,10100,11.28,11.41,10.53,10.96,60.18,60.18,59.75,59.75,186400,19.01,19.23,18.71,19.05,7814000
7/12/05 0:00,122.26,122.63,121.64,121.89,52169900,46.48,46.61,46.05,46.15,8800,10.95,11.37,10.85,11.03,60.28,60.44,59.98,60.19,191600,19.37,19.42,18.9,18.93,10559300
